--------- beginning of system
01-01 00:00:16.460   249   249 I Vold    : Vold 2.1 (the revenge) firing up
01-01 00:00:16.461   249   249 D Vold    : Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
01-01 00:00:16.461   249   249 I Cryptfs : Check if PFE is activated on Boot
01-01 00:00:41.859  3450  3450 D Telecom : MissedCallNotifier: onQueryComplete()...
01-01 00:00:41.863  3468  3468 D MmsService: onCreate
01-01 00:00:41.869  3450  3450 D Telecom : BluetoothPhoneService: onCreate
01-01 00:00:41.870  3468  3669 I MmsService: MmsConfigManager.loadInBackground(): mcc/mnc: 0/0
01-01 00:00:41.870  3468  3669 E MmsService: MmsConfigManager.load -- empty getActiveSubInfoList
01-01 00:00:41.871  1325  1350 D BluetoothManagerService: Message: 30
01-01 00:00:41.876  1325  1325 D Ulp_jni : classInit invoked
01-01 00:00:41.877  1325  1325 D Ulp_jni : instanceInit invoked
01-01 00:00:41.877  1325  1325 E LocSvc_libulp: I/===> int ulp_init(UlpEngineCallbacks*, UlpNetworkLocationCallbacks*, UlpPhoneContextCallbacks*) line 131 
01-01 00:00:41.877  1325  1325 E LocSvc_libulp: I/===> int ulp_data_init() line 72 
01-01 00:00:41.878  1325  1325 E LocSvc_libulp: E/int ulp_data_init():100]: GTP WiFi is enabled.
01-01 00:00:41.878  1325  1325 E LocSvc_libulp: E/int ulp_data_init():116]: GTP AP cell is disabled
01-01 00:00:41.878  1325  1325 E LocSvc_libulp: I/int ulp_data_init(), quipc_enabled = 0, gps capabilities = 0x0 zpp trigger threshold = 10000
01-01 00:00:41.878  1325  1325 E LocSvc_libulp: I/===> int ulp_msg_init() line 330 
01-01 00:00:41.878  1325  1325 E LocSvc_libulp: I/===> int ulp_monitor_init() line 122 
01-01 00:00:41.878  1325  1325 E LocSvc_libulp: I/===> int ulp_quipc_init() line 296 
01-01 00:00:41.880  1325  3676 E LocSvc_libulp: I/===> void ulp_monitor_main(void*) line 56 
01-01 00:00:41.881  1325  1325 D GeoFenceService: onCreate
01-01 00:00:41.882  1325  3675 E LocSvc_libulp: I/===> void ulp_msg_main(void*) line 89 
01-01 00:00:41.891  1325  1325 E Geofence_Adapter: I/===> void GeofenceAdapter::addGfClients(GeoFencer*) line 65 
01-01 00:00:41.891  1325  1325 E Geofence_Adapter: I/===> void GeofenceAdapter::updateRegisteredEvents() line 81 
01-01 00:00:41.893  1325  1325 D GeoFenceService: onBind
01-01 00:00:41.894  1325  1325 D GpsNetInitiatedHandler: location enabled :true
01-01 00:00:41.894  1325  1325 V WiredAccessoryManager: notifyWiredAccessoryChanged: when=0 bits= mask=54
01-01 00:00:41.894  1325  1325 V WiredAccessoryManager: newName=h2w newState=32 headsetState=32 prev headsetState=0
01-01 00:00:41.896  1325  1325 V WiredAccessoryManager: init()
01-01 00:00:41.939  3621  3621 D ExternalStorage: After updating volumes, found 2 active roots
01-01 00:00:41.941  1325  1350 D BluetoothManagerService: Message: 300
01-01 00:00:41.941  1325  1350 D BluetoothManagerService: MESSAGE_USER_SWITCHED
01-01 00:00:41.944   250   288 D PermissionCache: checking android.permission.HARDWARE_TEST for uid=1000 => granted (130 us)
01-01 00:00:41.946   304  1797 D audio_hw_primary: adev_set_mic_mute state 0
01-01 00:00:41.964  3621  3621 D ExternalStorage: After updating volumes, found 2 active roots
01-01 00:00:41.970  1451  1451 D MediaScannerReceiver: action: android.intent.action.MEDIA_MOUNTED path: /storage/sdcard1
01-01 00:00:41.999  1325  1743 I ActivityManager: Start proc com.sentera.updater for broadcast com.sentera.updater/.SDCardMountedReceiver: pid=3697 uid=1000 gids={41000, 9997, 3002, 3001, 1028, 1015, 3003, 3005, 1021, 3004, 1000, 3009, 1023, 1010, 2001, 1007} abi=armeabi-v7a
01-01 00:00:41.999  1325  1325 V BackupManagerService: Connected to transport ComponentInfo{android/com.android.internal.backup.LocalTransportService}
01-01 00:00:42.000  1325  1325 V BackupManagerService: Registering transport android/com.android.internal.backup.LocalTransportService::android/com.android.internal.backup.LocalTransport = android.app.backup.BackupTransport$TransportImpl@2be4d237
01-01 00:00:42.012  1325  1325 D LBSSystemMonitorService: SUPL_ES is: 1
01-01 00:00:42.014  1325  3708 D LBSSystemMonitorService: handleMessage what - 1
01-01 00:00:42.015  1325  1325 D LBSSystemMonitorService: nonSGLTE device with ES SUPL
01-01 00:00:42.015  1325  3708 D Wiper_jni: Inform wiper status.
01-01 00:00:42.015  1325  3708 D LBSSystemMonitorService: handleMessage what - 10
01-01 00:00:42.015  1325  3708 D RilInfoMonitor: handleMessage what - 0
01-01 00:00:42.015  1325  3708 D RilInfoMonitor: nonSGLTE device with ES SUPL
01-01 00:00:42.016  1325  3708 D LBSSystemMonitorService: handleMessage what - 15
01-01 00:00:42.017  1325  3708 D DeviceContext: handleMessage what - 0
01-01 00:00:42.017  1325  3708 D LBSSystemMonitorService: handleMessage what - 16
01-01 00:00:42.017  1325  3708 D DeviceContext: handleMessage what - 1
01-01 00:00:42.050  1325  1325 W XTWiFiOS: Constructor enter
01-01 00:00:42.050  1325  1325 W XTWiFiOS: Constructor exit
01-01 00:00:42.050  1325  1325 W XTWiFiOS: onCreate enter
01-01 00:00:42.053  1325  1325 V XTWiFiOS: GTP CELL PROC: MODEM GTP CELL AP mode: BASIC GTP WIFI mode: BASIC PIP mode: DISABLED
01-01 00:00:42.053  1325  1325 V XTWiFiOS: GTP AP CELL Disabled
01-01 00:00:42.053  1325  1325 V XTWiFiOS: Setting GTP WIFI mode to default mode: BASIC
01-01 00:00:42.053  1325  1325 V XTWiFiOS: Setting PIP mode to DISABLED
01-01 00:00:42.053  1325  1325 V XTWiFiOS: Setting GTP WAA mode to DISABLED
01-01 00:00:42.054  1325  1325 V XTWiFiOS: iZat enabled: true, GTP WIFI feature: true, GTP CELL AP feature: false, PIP feature: false, GTP WAA feature: false
01-01 00:00:42.054  1325  1325 V XTWiFiOS: iZat enabled is true, continue initialization
01-01 00:00:42.054  1325  1325 W XTWiFiOS: onCreate exit
01-01 00:00:42.057  1325  3732 W XTWiFiOS: OSAgentThead start
01-01 00:00:42.083   392  1383 E XTIA    : [inet-agent-tile] _process failed 4
01-01 00:00:42.083   391   502 E LOWI-6.0.0.15: [LOWIEventReceiver] handleEvent failed
01-01 00:00:42.083   392  1381 E XTIA    : [inet-agent-pos] _process failed 4
01-01 00:00:42.083   392  1385 E XTIA    : [inet-agent-cs] _process failed 4
01-01 00:00:42.083   392  1387 E XTIA    : [inet-agent-wwan-pos] _process failed 4
01-01 00:00:42.084  1325  1325 D         : Native Location Alarm Services JNI Onload 
01-01 00:00:42.084  1325  1325 E LAlarm  : Service created.
01-01 00:00:42.086  1325  1325 E LAlarm  : Service started flags 0 startId 1
01-01 00:00:42.088  1325  3737 E LAlarm  : Thread created.
01-01 00:00:42.079  3737  3737 I Thread-141: type=1400 audit(0.0:44): avc: denied { unlink } for name="alarm_svc" dev="mmcblk0p25" ino=634026 scontext=u:r:system_server:s0 tcontext=u:object_r:location_data_file:s0 tclass=sock_file permissive=1
01-01 00:00:42.079  3737  3737 I Thread-141: type=1400 audit(0.0:45): avc: denied { create } for name="alarm_svc" scontext=u:r:system_server:s0 tcontext=u:object_r:location_data_file:s0 tclass=sock_file permissive=1
01-01 00:00:42.089  1325  3737 D         : jboolean locAlarmSvc::native_register(JNIEnv*, jobject)]62
01-01 00:00:42.089  1325  1325 I MmsServiceBroker: MmsService connected
01-01 00:00:42.079  3737  3737 I Thread-141: type=1400 audit(0.0:46): avc: denied { setattr } for name="alarm_svc" dev="mmcblk0p25" ino=634026 scontext=u:r:system_server:s0 tcontext=u:object_r:location_data_file:s0 tclass=sock_file permissive=1
01-01 00:00:42.090  1325  1325 V GeoFencerProxy: onServiceConnected: mGeoFencer - com.qualcomm.location.GeoFenceService$1@ba53422
01-01 00:00:42.091  1325  1325 V WiredAccessoryManager: device h2w connected
01-01 00:00:42.092  1325  3737 D OSAL    : socket_server_setup:87] succeeded. Return Val 251
01-01 00:00:42.092  1325  3737 D OSAL    : alarm_service_register: result of socket_server_setup was 251!
01-01 00:00:42.092  1325  3737 D         : jboolean locAlarmSvc::native_register(JNIEnv*, jobject)]67 alarm_register succeeded
01-01 00:00:42.092  1325  3737 D         : jint locAlarmSvc::native_wait_for_alarm()]42
01-01 00:00:42.093  1325  1325 E LocSvc_eng: I/===> int loc_eng_init(loc_eng_data_s_type&, LocCallbacks*, LOC_API_ADAPTER_EVENT_MASK_T, loc_core::ContextBase*) line 1629 
01-01 00:00:42.093  1325  1325 D LocSvc_jni: set_capabilities_callback: 49
01-01 00:00:42.093  1325  1325 E LocSvc_eng: I/===> void loc_eng_agps_init(loc_eng_data_s_type&, AGpsExtCallbacks*) line 2200 
01-01 00:00:42.093  1325  1325 E LocSvc_eng: I/===> void loc_eng_ni_init(loc_eng_data_s_type&, GpsNiExtCallbacks*) line 327 
01-01 00:00:42.094  1325  3732 E XTWiFiOS: Unknown info notification
01-01 00:00:42.094   304  1797 D AudioPolicyManager: setDeviceConnectionState() could not find HW module for device 00020000
01-01 00:00:42.098  1325  1325 E NlpProxy: No NLPs exist to bind to!
01-01 00:00:42.099  1325  1325 V UlpService: +startAdditionalServices
01-01 00:00:42.099  1325  1325 V UlpService: -startAdditionalServices
01-01 00:00:42.103  1325  1325 E LAlarm  : Service started flags 0 startId 2
01-01 00:00:42.104  3697  3697 I SDCardMountedReceiver: ACTION_MEDIA_MOUNTED: Mounted To: file:///storage/sdcard1 in state "mounted"
01-01 00:00:42.107  1325  1325 D Ulp_jni : JNI:stop
01-01 00:00:42.107  1325  3675 E LocSvc_libulp: I/===> int ulp_msg_process_stop_req() line 546 
01-01 00:00:42.107  1325  3675 E LocSvc_libulp: I/int ulp_msg_process_stop_req(), at ulp state = 0
01-01 00:00:42.108  1325  1325 D Ulp_jni : JNI:stop
01-01 00:00:42.109  1325  3675 E LocSvc_libulp: I/===> int ulp_msg_process_stop_req() line 546 
01-01 00:00:42.109  1325  3675 E LocSvc_libulp: I/int ulp_msg_process_stop_req(), at ulp state = 0
01-01 00:00:42.110  1325  1325 D Ulp_jni : JNI:stop
01-01 00:00:42.110  1325  3675 E LocSvc_libulp: I/===> int ulp_msg_process_stop_req() line 546 
01-01 00:00:42.110  1325  3675 E LocSvc_libulp: I/int ulp_msg_process_stop_req(), at ulp state = 0
01-01 00:00:42.104  3697  3697 D SDCardMountedReceiver: SDCard Mounted and Ready.  Starting firmware update service.
01-01 00:00:42.112  3697  3697 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1686 android.content.ContextWrapper.startService:515 android.content.ContextWrapper.startService:515 com.sentera.updater.SDCardMountedReceiver.onReceive:47 android.app.ActivityThread.handleReceiver:2579 
01-01 00:00:42.122  3697  3697 D FirmwareUpdateService: Saving files versions to: /storage/sdcard1/info/
01-01 00:00:42.124  3697  3697 I FirmwareVersion: Firmware Version File: 
01-01 00:00:42.124  3697  3697 I FirmwareVersion: SENTERA SNAPCAM | [aa15283d] | SCR-H01 | 0.19.0 | 2018-04-16-171653 |  | 
01-01 00:00:42.146  1325  1325 I ActivityManager: Start proc com.android.deskclock for broadcast com.android.deskclock/com.android.alarmclock.AnalogAppWidgetProvider: pid=3743 uid=10027 gids={50027, 9997, 1028} abi=armeabi-v7a
01-01 00:00:42.251  1325  1342 I ActivityManager: Start proc com.android.music for broadcast com.android.music/.MediaButtonIntentReceiver: pid=3765 uid=10039 gids={50039, 9997, 3003, 1028, 1015, 3002} abi=armeabi-v7a
01-01 00:00:42.259  1487  1487 V KeyguardTouchDelegate: Connected to keyguard
01-01 00:00:42.267  3697  3697 W ActivityThread: ClassLoader.getResourceAsStream: The class loader returned by Thread.getContextClassLoader() may fail for processes that host multiple applications. You should explicitly specify a context class loader. For example: Thread.setContextClassLoader(getClass().getClassLoader());
01-01 00:00:42.269  1451  3696 W MediaScanner: Error opening directory '/storage/usbotg/', skipping: No such file or directory.
01-01 00:00:42.276  1325  1325 V ActivityManager: Display changed displayId=0
01-01 00:00:42.282  3486  3486 D Launcher: Broadcasting Home Idle Screen Intent ...
01-01 00:00:42.288  3486  3783 D OpenGLRenderer: Render dirty regions requested: true
01-01 00:00:42.290  3486  3486 D Atlas   : Validating map...
01-01 00:00:42.294  3697  3697 D FirmwareUpdateService: Checking for firmware in path: firmware
01-01 00:00:42.297  3697  3784 D FirmwareUpdateService: Checking for Firmware Updates...
01-01 00:00:42.297  3697  3784 D FirmwareChecker: Checking for previous updates file: /storage/sdcard1/firmware/applying_update
01-01 00:00:42.298  3697  3784 I FirmwareChecker: Scanning for firmware updates in: /storage/sdcard1/firmware
01-01 00:00:42.299  3697  3784 V FirmwareChecker: Rejecting Possible Update File: add_stored_configs - zip: false dotFile: false tempFile: false
01-01 00:00:42.299  3697  3784 D FirmwareChecker: No update files found. ( /storage/sdcard1/firmware )  Skipped update step.
01-01 00:00:42.299  3697  3784 D FirmwareChecker: Update Check Complete.
01-01 00:00:42.299  3697  3784 D FirmwareUpdateService: Stopping Service...
01-01 00:00:42.323  3486  3783 I Adreno  : EGLInit: QTI Build: 01/16/15, 25d4fe7, 
01-01 00:00:42.335  3486  3783 I OpenGLRenderer: Initialized EGL, version 1.4
01-01 00:00:42.341  3765  3765 E MediaPlayer-JNI: QCMediaPlayer mediaplayer NOT present
01-01 00:00:42.344  3765  3765 D RemoteControlClient: setBrowsedPlayerUpdateListener
01-01 00:00:42.344  3765  3765 D RemoteControlClient: setPlayItemListener
01-01 00:00:42.344  3765  3765 D RemoteControlClient: setNowPlayingEntriesUpdateListener
01-01 00:00:42.345  3765  3765 E RemoteControlClient: updateNowPlayingContentChange
01-01 00:00:42.345  3765  3765 D RemoteControlClient: updateNowPlayingContentChangeInt
01-01 00:00:42.345  3765  3765 D MediaSession: MediaSession: updateNowPlayingContentChange
01-01 00:00:42.346  1325  1762 D MediaSessionRecord: SessionStub: updateNowPlayingContentChange
01-01 00:00:42.347  3486  3783 D OpenGLRenderer: Enabling debug mode 0
01-01 00:00:42.362  1451  3696 V MediaScanner: pruneDeadThumbnailFiles... android.database.sqlite.SQLiteCursor@a3699d6
01-01 00:00:42.362  1451  3696 V MediaScanner: /pruneDeadThumbnailFiles... android.database.sqlite.SQLiteCursor@a3699d6
01-01 00:00:42.479  3486  3783 V RenderScript: Application requested CPU execution
01-01 00:00:42.488  3486  3783 V RenderScript: 0xa1576600 Launching thread(s), CPUs 4
01-01 00:00:42.517  1325  1341 W InputMethodManagerService: Focus gain on non-focused client com.android.internal.view.IInputMethodClient$Stub$Proxy@16b34d71 (uid=10008 pid=3486)
01-01 00:00:42.520  1325  1351 I ActivityManager: Displayed com.android.launcher/com.android.launcher2.Launcher: +934ms
01-01 00:00:42.520  1325  1351 I Timeline: Timeline: Activity_windows_visible id: ActivityRecord{3a633f16 u0 com.android.launcher/com.android.launcher2.Launcher t7} time:39584
01-01 00:00:42.622  3486  3486 I Timeline: Timeline: Activity_idle id: android.os.BinderProxy@27a0efea time:39686
01-01 00:00:42.623  1325  1345 V KeyguardServiceDelegate: *** Keyguard started
01-01 00:00:42.623  1325  1325 V KeyguardServiceDelegate: *** Keyguard connected (yay!)
01-01 00:00:42.623  1325  1345 W KeyguardServiceDelegate: onScreenTurnedOn(): no keyguard service!
01-01 00:00:42.627  1487  1508 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
01-01 00:00:42.627  1487  1487 D PhoneStatusBar: disable: < expand icons alerts system_info back HOME* RECENT* clock SEARCH* >
01-01 00:00:42.628   249   298 D VoldCmdListener: cryptfs getpw
01-01 00:00:42.629   249   298 D VoldCmdListener: cryptfs clearpw
01-01 00:00:42.635  1487  1487 D PhoneStatusBar: disable: < expand ICONS* alerts SYSTEM_INFO* back HOME RECENT clock SEARCH >
01-01 00:00:42.638  1487  2453 D BluetoothAdapter: 945472153: getState() :  mService = null. Returning STATE_OFF
01-01 00:00:42.638  1487  2453 D BluetoothAdapter: 945472153: getState() :  mService = null. Returning STATE_OFF
01-01 00:00:42.641  1487  2453 D BluetoothAdapter: 945472153: getState() :  mService = null. Returning STATE_OFF
01-01 00:00:42.641  1487  2453 D BluetoothAdapter: 945472153: getState() :  mService = null. Returning STATE_OFF
01-01 00:00:42.652  1487  1487 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
01-01 00:00:42.665  1487  1487 D PhoneStatusBar: disable: < expand ICONS alerts SYSTEM_INFO back HOME RECENT clock SEARCH >
01-01 00:00:42.669  1325  1372 V Sensors : HAL:input data has partial packet
01-01 00:00:42.669  1325  1372 V Sensors : HAL:input data mLeftOverBufferSize=8
01-01 00:00:42.669  1325  1372 V Sensors : HAL:input catch up retrieve rdata=:16, 0, 0, 0, 2, 0, 153, 195
01-01 00:00:42.759  1325  1372 E Sensors : HAL:input invalid data_format 0x00
01-01 00:00:42.786  3432  3571 W QCNEJ   : |CORE| No family connected
01-01 00:00:42.788  3432  3571 E QCNEJ   : |CORE| Feature WQE is not enabled
01-01 00:00:42.802  1325  1341 V KeyguardServiceDelegate: **** SHOWN CALLED ****
01-01 00:00:42.841   250   288 I SurfaceFlinger: Boot is finished (27412 ms)
01-01 00:00:43.103  1325  1351 I SystemServiceManager: Starting phase 1000
01-01 00:00:43.126  3896  3896 E wifi_ap.sh: WIFI_AP: Toggling! 
01-01 00:00:43.138  1325  3898 I RecoverySystem: No recovery log file
01-01 00:00:43.141  3486  3783 W OpenGLRenderer: Incorrectly called buildLayer on View: ShortcutAndWidgetContainer, destroying layer...
01-01 00:00:43.155  1325  3898 I BootReceiver: Copying audit failures to DropBox
01-01 00:00:43.155  1325  3898 I BootReceiver: Checking for fsck errors
01-01 00:00:43.161  1325  3892 I ActivityManager: Start proc com.android.keychain for service com.android.keychain/.KeyChainService: pid=3911 uid=1000 gids={41000, 9997, 3002, 3001, 1028, 1015, 3003, 3005, 1021, 3004, 1000, 3009, 1023, 1010, 2001, 1007} abi=armeabi-v7a
01-01 00:00:43.163  3910  3910 E wifi_ap.sh: WIFI_AP: Enabling! 
01-01 00:00:43.166  3743  3743 V AlarmClock: AlarmInitReceiver android.intent.action.BOOT_COMPLETED
01-01 00:00:43.178  3927  3927 E wifi_ap.sh: WIFI_AP: Starting AP with ssid: Sentera_21020-02_0066 password: 00660066 and channel: 9 on ip: 192.168.43.1 (root: 192.168.43) 
01-01 00:00:43.212  3743  3952 V AlarmClock: AlarmInitReceiver - Reset timers and clear stopwatch data
01-01 00:00:43.236  3743  3952 V AlarmClock: AlarmInitReceiver finished
01-01 00:00:43.269  1325  1762 I ActivityManager: Start proc com.android.dialer for broadcast com.android.dialer/.calllog.CallLogReceiver: pid=3963 uid=10005 gids={50005, 9997, 3003, 1028, 1015} abi=armeabi-v7a
01-01 00:00:43.277   318   318 I art     : Explicit concurrent mark sweep GC freed 706(30KB) AllocSpace objects, 0(0B) LOS objects, 89% free, 114KB/1138KB, paused 121us total 7.921ms
01-01 00:00:43.285   318   318 I art     : Explicit concurrent mark sweep GC freed 5(160B) AllocSpace objects, 0(0B) LOS objects, 89% free, 114KB/1138KB, paused 98us total 5.555ms
01-01 00:00:43.292   318   318 I art     : Explicit concurrent mark sweep GC freed 5(160B) AllocSpace objects, 0(0B) LOS objects, 89% free, 114KB/1138KB, paused 96us total 5.385ms
01-01 00:00:43.385  3963  3963 D ExtensionsFactory: No custom extensions.
01-01 00:00:43.392  3468  3468 V PhoneApp: onCreate()...
01-01 00:00:43.521  1325  1428 D ConnectivityService: Got NetworkFactory Messenger for Telephony
01-01 00:00:43.531  3468  3468 D TelephonyProvider: dbh.onOpen: ok, queried table=siminfo
01-01 00:00:43.531  3468  3468 D TelephonyProvider: dbh.onOpen: ok, queried table=carriers
01-01 00:00:43.580  1325  3603 I ActivityManager: Start proc com.android.smspush for service com.android.smspush/.WapPushManager: pid=3999 uid=10054 gids={50054, 9997} abi=armeabi-v7a
01-01 00:00:43.601  1325  1344 D GpsLocationProvider: received SIM realted action: android.intent.action.SIM_STATE_CHANGED
01-01 00:00:43.601  1487  1487 D StatusBar.NetworkController: updateSimState, sim state is: NOT_READY
01-01 00:00:43.602  1487  1487 D StatusBar.NetworkController: updateSimState: mSimState=UNKNOWN
01-01 00:00:43.602  1487  1487 D StatusBar.NetworkController: In updateSimIcon simState= UNKNOWN
01-01 00:00:43.602  1487  1487 D StatusBar.NetworkController: refreshViews: Data not connected!! Set no data type icon / Roaming
01-01 00:00:43.602  1487  1487 D StatusBar.NetworkController: refreshViews connected={ } level=?? combinedSignalIconId=0x0/(null) combinedActivityIconId=0x0 mobileLabel= wifiLabel=No Internet connection emergencyOnly=false combinedLabel=No Internet connection mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x0/(null) mQSPhoneSignalIconId=0x0/(null) mDataDirectionIconId=0x0/(null) mDataSignalIconId=0x0/(null) mDataTypeIconId=0x0/(null) mQSDataTypeIconId=0x0/(null) mNoSimIconId=0x0/(null) mWifiIconId=0x0/(null) mQSWifiIconId=0x0/(null) mWifiActivityIconId=0x0/(null) mBluetoothTetherIconId=0x1080699/android:drawable/stat_sys_tether_bluetooth
01-01 00:00:43.602  1487  1487 D StatusBar.NetworkController: refreshSignalCluster - setMobileDataIndicators:  mHasMobileDataFeature = false mPhoneSignalIconId = (null) mDataSignalIconId = (null) mMobileActivityIconId = (null) mDataTypeIconId = (null) mNoSimIconId = (null)
01-01 00:00:43.602  1487  1487 D StatusBar.NetworkController: refreshSignalCluster - setMobileDataIndicators:  mHasMobileDataFeature = false mPhoneSignalIconId = (null) mDataSignalIconId = (null) mMobileActivityIconId = (null) mDataTypeIconId = (null) mNoSimIconId = (null)
01-01 00:00:43.603  1487  1487 D StatusBar.NetworkController: refreshSignalCluster - setMobileDataIndicators:  mHasMobileDataFeature = false mPhoneSignalIconId = (null) mDataSignalIconId = (null) mMobileActivityIconId = (null) mDataTypeIconId = (null) mNoSimIconId = (null)
01-01 00:00:43.603  1487  1487 D StatusBar.NetworkController: changing data overlay icon id to 0
01-01 00:00:43.603  1487  1487 D StatusBar.NetworkController: updateDataIcon, mDataDirectionIconId = (null) mDataConnected = false
01-01 00:00:43.603  1487  1487 D StatusBar.NetworkController: refreshViews: Data not connected!! Set no data type icon / Roaming
01-01 00:00:43.603  1487  1487 D StatusBar.NetworkController: refreshViews connected={ } level=?? combinedSignalIconId=0x0/(null) combinedActivityIconId=0x0 mobileLabel= wifiLabel=No Internet connection emergencyOnly=false combinedLabel=No Internet connection mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x0/(null) mQSPhoneSignalIconId=0x0/(null) mDataDirectionIconId=0x0/(null) mDataSignalIconId=0x0/(null) mDataTypeIconId=0x0/(null) mQSDataTypeIconId=0x0/(null) mNoSimIconId=0x0/(null) mWifiIconId=0x0/(null) mQSWifiIconId=0x0/(null) mWifiActivityIconId=0x0/(null) mBluetoothTetherIconId=0x1080699/android:drawable/stat_sys_tether_bluetooth
01-01 00:00:43.604  1487  1487 D PhoneStatusBarPolicy: updateSimState for subId :-1
01-01 00:00:43.607  1487  1487 D PhoneStatusBarPolicy: updateSimState for phoneId :0
01-01 00:00:43.608  1487  1487 D PhoneStatusBarPolicy: updateSimState for Slot :-1
01-01 00:00:43.609  3468  3468 D DcSwitchState: [DcSwitchState-0] DcSwitchState constructor E
01-01 00:00:43.609  3468  3468 D DcSwitchState: [DcSwitchState-0] DcSwitchState constructor X
01-01 00:00:43.613  1325  1344 D GpsLocationProvider: SIM MCC/MNC is still not available
01-01 00:00:43.638  3468  3468 D PhoneApp: startImsService
01-01 00:00:43.642  3468  3468 D PhoneApp: onCreate: mUpdateLock: android.os.UpdateLock@39b75470
01-01 00:00:43.643  3468  3468 D CallController: CallController constructor: app = com.android.phone.PhoneGlobals@2d6943e9
01-01 00:00:43.645  3468  3468 D CallerInfoCache: init()
01-01 00:00:43.645  3468  3468 D CallerInfoCache: startAsyncCache
01-01 00:00:43.649  3468  4026 D CallerInfoCache: Start refreshing cache.
01-01 00:00:43.651  3468  3468 D PhoneInterfaceManager: [PhoneIntfMgr] publish: com.android.phone.PhoneInterfaceManager@3915479c
01-01 00:00:43.652  3468  3468 D CallStateMonitor: Adding Handler: Handler (com.android.phone.CallNotifier) {88935a5}
01-01 00:00:43.655  1325  1350 D BluetoothManagerService: Message: 20
01-01 00:00:43.655  1325  1350 D BluetoothManagerService: Added callback: android.bluetooth.IBluetoothManagerCallback$Stub$Proxy@1cd5a57f:true
01-01 00:00:43.657  1325  1350 D BluetoothManagerService: Message: 30
01-01 00:00:43.660  3468  4026 D CallerInfoCache: Caching entries are done. Total: 0
01-01 00:00:43.662  3468  3468 V PhoneApp: register for ICC status
01-01 00:00:43.672  3468  3468 I Telephony: TtyManager: updateUiTtyMode -1 -> 0
01-01 00:00:43.678  1325  1428 D ConnectivityService: Got NetworkFactory Messenger for WIFI
01-01 00:00:43.679  1325  1423 D WIFI    : got request NetworkRequest [ id=1, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VPN] ] with score 0
01-01 00:00:43.699  1325  1742 I ActivityManager: Start proc com.android.providers.calendar for broadcast com.android.providers.calendar/.CalendarReceiver: pid=4029 uid=10001 gids={50001, 9997, 3003, 1028, 1015} abi=armeabi-v7a
01-01 00:00:43.737  1487  1487 D CarrierLabel: updateNetworkName showSpn=false spn= showPlmn=true plmn=No service.
01-01 00:00:43.737  1487  1487 D StatusBar.NetworkController: refreshViews: Data not connected!! Set no data type icon / Roaming
01-01 00:00:43.737  1487  1487 D StatusBar.NetworkController: refreshViews connected={ } level=?? combinedSignalIconId=0x0/(null) combinedActivityIconId=0x0 mobileLabel= wifiLabel=No Internet connection emergencyOnly=false combinedLabel=No Internet connection mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x0/(null) mQSPhoneSignalIconId=0x0/(null) mDataDirectionIconId=0x0/(null) mDataSignalIconId=0x0/(null) mDataTypeIconId=0x0/(null) mQSDataTypeIconId=0x0/(null) mNoSimIconId=0x0/(null) mWifiIconId=0x0/(null) mQSWifiIconId=0x0/(null) mWifiActivityIconId=0x0/(null) mBluetoothTetherIconId=0x1080699/android:drawable/stat_sys_tether_bluetooth
01-01 00:00:43.738  1487  1487 D StatusBar.NetworkController: onServiceStateChanged voiceState=1 dataState=1
01-01 00:00:43.738  1487  1487 D StatusBar.NetworkController: Combining data service state 1 for signal
01-01 00:00:43.738  1487  1487 D StatusBar.NetworkController: updateIconSet, voice network type is: 0/UNKNOWN, data network type is: 0/UNKNOWN
01-01 00:00:43.738  1487  1487 D StatusBar.NetworkController:  chosenNetworkType=0 hspaDataDistinguishable=false hspapDistinguishable=false showAtLeastThreeGees=false
01-01 00:00:43.739  1487  1487 D TelephonyIcons: updateDataType sub=0, type=0, inetCondition=0 showAtLeast3G=false show4GforLte=true hspaDistinguishable=false
01-01 00:00:43.739  1487  1487 D TelephonyIcons: data type item name: array/telephony_data_type_sim1
01-01 00:00:43.739  1487  1487 D TelephonyIcons: data type item id: 2131099652
01-01 00:00:43.739  1487  1487 D TelephonyIcons: updateDataType mSelectedDataTypeIcon[0]=0, mSelectedDataActivityIndex=0
01-01 00:00:43.739  1487  1487 D StatusBar.NetworkController: hasService: mServiceState=1 1 home null null null  Unknown Unknown CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=false retVal=false
01-01 00:00:43.739  1487  1487 D StatusBar.NetworkController: updateTelephonySignalStrength: hasService=false ss=null
01-01 00:00:43.739  1487  1487 D StatusBar.NetworkController: hasService: mServiceState=1 1 home null null null  Unknown Unknown CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=false retVal=false
